market,symbol,asset_base,classification,evidence,evidence_source,classification_version,primary_crypto_eligible,all_tradable_usdt_diagnostic
spot,0GBNB,0GBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,0GFDUSD,0GFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,0GTRY,0GTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,0GUSDC,0GUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,0GUSDT,0G,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,1000CATBNB,CATBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,1000CATFDUSD,CATFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,1000CATTRY,CATTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,1000CATUSDC,CATUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,1000CATUSDT,CAT,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,1000CHEEMSUSDC,CHEEMSUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,1000CHEEMSUSDT,CHEEMS,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,1000SATSFDUSD,SATSFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,1000SATSTRY,SATSTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,1000SATSUSDC,SATSUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,1000SATSUSDT,SATS,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,1INCHBTC,1INCHBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,1INCHBUSD,1INCHBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,1INCHDOWNUSDT,1INCHDOWN,LEVERAGED_OR_SYNTHETIC,leveraged-token suffix,archive symbol policy,r1.6-taxonomy-v1,False,True
spot,1INCHUPUSDT,1INCHUP,LEVERAGED_OR_SYNTHETIC,leveraged-token suffix,archive symbol policy,r1.6-taxonomy-v1,False,True
spot,1INCHUSDC,1INCHUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,1INCHUSDT,1INCH,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,1MBABYDOGEFDUSD,1MBABYDOGEFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,1MBABYDOGETRY,1MBABYDOGETRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,1MBABYDOGEUSDC,1MBABYDOGEUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,1MBABYDOGEUSDT,1MBABYDOGE,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,2ZBNB,2ZBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,2ZFDUSD,2ZFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,2ZTRY,2ZTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,2ZUSDC,2ZUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,2ZUSDT,2Z,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,A2ZUSDC,A2ZUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,A2ZUSDT,A2Z,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AAOIBUSDT,AAOIB,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AAPLBUSDT,AAPLB,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AAVEBKRW,AAVEBKRW,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AAVEBNB,AAVEBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AAVEBRL,AAVEBRL,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AAVEBTC,AAVEBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AAVEBUSD,AAVEBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AAVEDOWNUSDT,AAVEDOWN,LEVERAGED_OR_SYNTHETIC,leveraged-token suffix,archive symbol policy,r1.6-taxonomy-v1,False,True
spot,AAVEETH,AAVEETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AAVEFDUSD,AAVEFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AAVETRY,AAVETRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AAVEU,AAVEU,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AAVEUPUSDT,AAVEUP,LEVERAGED_OR_SYNTHETIC,leveraged-token suffix,archive symbol policy,r1.6-taxonomy-v1,False,True
spot,AAVEUSDC,AAVEUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AAVEUSDT,AAVE,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ABTC,ABTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ACABTC,ACABTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ACABUSD,ACABUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ACATRY,ACATRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ACAUSDT,ACA,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ACEBNB,ACEBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ACEBTC,ACEBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ACEFDUSD,ACEFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ACETRY,ACETRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ACEUSDT,ACE,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ACHBTC,ACHBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ACHBUSD,ACHBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ACHTRY,ACHTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ACHUSDC,ACHUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ACHUSDT,ACH,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ACMBTC,ACMBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ACMBUSD,ACMBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ACMTRY,ACMTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ACMUSDT,ACM,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ACTBRL,ACTBRL,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ACTEUR,ACTEUR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ACTFDUSD,ACTFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ACTTRY,ACTTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ACTUSDC,ACTUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ACTUSDT,ACT,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ACXFDUSD,ACXFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ACXTRY,ACXTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ACXUSDC,ACXUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ACXUSDT,ACX,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ADAAUD,ADAAUD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ADABIDR,ADABIDR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ADABKRW,ADABKRW,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ADABNB,ADABNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ADABRL,ADABRL,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ADABTC,ADABTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ADABUSD,ADABUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ADADOWNUSDT,ADADOWN,LEVERAGED_OR_SYNTHETIC,leveraged-token suffix,archive symbol policy,r1.6-taxonomy-v1,False,True
spot,ADAETH,ADAETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ADAEUR,ADAEUR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ADAFDUSD,ADAFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ADAGBP,ADAGBP,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ADAIDR,ADAIDR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ADAJPY,ADAJPY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ADAPAX,ADAPAX,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ADARUB,ADARUB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ADATRY,ADATRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ADATUSD,ADATUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ADAU,ADAU,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ADAUPUSDT,ADAUP,LEVERAGED_OR_SYNTHETIC,leveraged-token suffix,archive symbol policy,r1.6-taxonomy-v1,False,True
spot,ADAUSD1,ADAUSD1,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ADAUSDC,ADAUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ADAUSDT,ADA,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ADXBNB,ADXBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ADXBTC,ADXBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ADXBUSD,ADXBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ADXETH,ADXETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ADXUSDT,ADX,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AEBNB,AEBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AEBTC,AEBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AEETH,AEETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AERGOBTC,AERGOBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AERGOBUSD,AERGOBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AERGOUSDT,AERGO,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AEROTRY,AEROTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AEROUSDC,AEROUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AEROUSDT,AERO,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AETH,AETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AEURUSDT,AEUR,FIAT_OR_TOKENIZED_FIAT,base asset in frozen fiat/tokenized-fiat list,r1.6 taxonomy v1,r1.6-taxonomy-v1,False,True
spot,AEVOBNB,AEVOBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AEVOBTC,AEVOBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AEVOFDUSD,AEVOFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AEVOTRY,AEVOTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AEVOUSDC,AEVOUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AEVOUSDT,AEVO,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AFDUSD,AFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AGIBNB,AGIBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AGIBTC,AGIBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AGIETH,AGIETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AGIXBTC,AGIXBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AGIXBUSD,AGIXBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AGIXFDUSD,AGIXFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AGIXTRY,AGIXTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AGIXUSDT,AGIX,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AGLDBNB,AGLDBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AGLDBTC,AGLDBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AGLDBUSD,AGLDBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AGLDUSDT,AGLD,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AIBNB,AIBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AIBTC,AIBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AIFDUSD,AIFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AIGENSYNTRY,AIGENSYNTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AIGENSYNUSDC,AIGENSYNUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AIGENSYNUSDT,AIGENSYN,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AIONBNB,AIONBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AIONBTC,AIONBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AIONBUSD,AIONBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AIONETH,AIONETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AIONUSDT,AION,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AITRY,AITRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AITUSD,AITUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AIUSDT,AI,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AIXBTTRY,AIXBTTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AIXBTUSDC,AIXBTUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AIXBTUSDT,AIXBT,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AKROBTC,AKROBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AKROBUSD,AKROBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AKROUSDT,AKRO,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ALCXBTC,ALCXBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALCXBUSD,ALCXBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALCXUSDT,ALCX,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ALGOBIDR,ALGOBIDR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALGOBNB,ALGOBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALGOBTC,ALGOBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALGOBUSD,ALGOBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALGOETH,ALGOETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALGOFDUSD,ALGOFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALGOPAX,ALGOPAX,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALGORUB,ALGORUB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALGOTRY,ALGOTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALGOTUSD,ALGOTUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALGOUSDC,ALGOUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALGOUSDT,ALGO,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ALICEBIDR,ALICEBIDR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALICEBNB,ALICEBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALICEBTC,ALICEBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALICEBUSD,ALICEBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALICETRY,ALICETRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALICEUSDT,ALICE,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ALLOBNB,ALLOBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALLOTRY,ALLOTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALLOUSDC,ALLOUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALLOUSDT,ALLO,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ALPACABNB,ALPACABNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALPACABTC,ALPACABTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALPACABUSD,ALPACABUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALPACAUSDT,ALPACA,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ALPHABNB,ALPHABNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALPHABTC,ALPHABTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALPHABUSD,ALPHABUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALPHAUSDT,ALPHA,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ALPINEBTC,ALPINEBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALPINEBUSD,ALPINEBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALPINEEUR,ALPINEEUR,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALPINETRY,ALPINETRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALPINEUSDT,ALPINE,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ALTBNB,ALTBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALTBTC,ALTBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALTFDUSD,ALTFDUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALTTRY,ALTTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALTUSDC,ALTUSDC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ALTUSDT,ALT,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AMATBUSDT,AMATB,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AMBBNB,AMBBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AMBBTC,AMBBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AMBBUSD,AMBBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AMBETH,AMBETH,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AMBUSDT,AMB,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AMDBUSDT,AMDB,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AMPBNB,AMPBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AMPBTC,AMPBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AMPBUSD,AMPBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AMPTRY,AMPTRY,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,AMPUSDT,AMP,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,AMZNBUSDT,AMZNB,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
spot,ANCBNB,ANCBNB,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ANCBTC,ANCBTC,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ANCBUSD,ANCBUSD,UNKNOWN,non-USDT quote,archive symbol spelling,r1.6-taxonomy-v1,False,False
spot,ANCUSDT,ANC,CRYPTO,USDT quote and base not in excluded taxonomy,r1.6 taxonomy v1,r1.6-taxonomy-v1,True,True
